"ID","AgeRange","Job","ZipCode","Male"
2160,18,"unemployed","46556",0
2161,35,"artist","95521",0
2162,1,"K-12 student","35810",0
2163,18,"other or not specified","87122",1
2164,35,"other or not specified","95826",1
2165,25,"executive/managerial","32836",1
2166,1,"K-12 student","99203",1
2167,25,"doctor/health care","95833",0
2168,1,"K-12 student","60202",1
2169,1,"other or not specified","95451",1
2170,50,"self-employed","99114",0
2171,35,"other or not specified","48103",1
2172,18,"writer","60641",1
2173,50,"retired","87502",1
2174,50,"programmer","87505",1
2175,25,"college/grad student","99217",1
2176,1,"unemployed","73505",1
2177,35,"writer","95451",0
2178,45,"sales/marketing","85251",1
2179,25,"other or not specified","28304",0
2180,25,"programmer","27713",1
2181,25,"other or not specified","45245",1
2182,25,"college/grad student","60443",0
2183,56,"academic","11795",0
2184,18,"college/grad student","45403",1
2185,45,"technician/engineer","27502",1
2186,18,"customer service","41018",1
2187,45,"self-employed","60126",1
2188,18,"unemployed","60641",0
2189,1,"K-12 student","60148",1
2190,25,"scientist","27603",0
2191,18,"college/grad student","45231",1
2192,25,"other or not specified","27713",0
2193,1,"K-12 student","41011",1
2194,25,"technician/engineer","45233",1
2195,1,"K-12 student","60148",1
2196,25,"programmer","45140",1
2197,25,"academic","27515",0
2198,35,"homemaker","46815",0
2199,1,"K-12 student","60613",1
2200,35,"academic","60016",1
2201,56,"writer","46804",1
2202,1,"K-12 student","11743",0
2203,45,"programmer","53718",1
2204,56,"clerical/admin","94941",1
2205,25,"executive/managerial","10016",0
2206,45,"executive/managerial","11201",1
2207,18,"college/grad student","07508",1
2208,25,"other or not specified","10006",1
2209,35,"executive/managerial","10011",1
2210,45,"technician/engineer","88005",1
2211,45,"doctor/health care","01950",1
2212,18,"college/grad student","80521",1
2213,25,"other or not specified","60622",0
2214,25,"academic","46807",0
2215,25,"other or not specified","93940",0
2216,25,"writer","60612",0
2217,1,"K-12 student","44906",1
2218,35,"technician/engineer","64153",1
2219,25,"doctor/health care","60060",1
2220,50,"clerical/admin","95451",0
2221,56,"technician/engineer","94931",1
2222,45,"academic","13088",0
2223,25,"artist","60123",1
2224,25,"programmer","60025",1
2225,25,"customer service","96815",1
2226,25,"executive/managerial","27514",0
2227,50,"sales/marketing","60016",1
2228,25,"programmer","60025",1
2229,45,"other or not specified","61821",1
2230,45,"academic","60302",0
2231,50,"lawyer","85726",1
2232,25,"sales/marketing","60061",1
2233,35,"clerical/admin","60187",0
2234,56,"academic","85718",1
2235,1,"K-12 student","46324",1
2236,1,"K-12 student","96782",1
2237,35,"doctor/health care","14905",0
2238,25,"college/grad student","32607",0
2239,18,"K-12 student","60148",1
2240,45,"programmer","64117",1
2241,45,"customer service","60647",1
2242,18,"college/grad student","60115",1
2243,45,"artist","86701",1
2244,1,"K-12 student","60565",1
2245,1,"K-12 student","60007",1
2246,25,"other or not specified","60622",1
2247,45,"artist","60613",1
2248,35,"programmer","46755",0
2249,25,"customer service","60466",1
2250,18,"unemployed","60010",1
2251,35,"sales/marketing","60626",1
2252,18,"academic","01562",0
2253,50,"other or not specified","46815",0
2254,35,"customer service","33317",1
2255,35,"doctor/health care","44303",0
2256,45,"scientist","59840",0
2257,18,"college/grad student","59715",0
2258,18,"college/grad student","10033",0
2259,56,"self-employed","70503",0
2260,25,"writer","46835",0
2261,25,"customer service","33025",1
2262,45,"technician/engineer","48116",1
2263,25,"doctor/health care","70508",1
2264,45,"executive/managerial","37877",0
2265,56,"retired","60506",1
2266,50,"artist","48118",0
2267,56,"retired","37774",0
2268,35,"academic","46774",0
2269,45,"other or not specified","11217",0
2270,18,"academic","14620",1
2271,50,"sales/marketing","13210",1
2272,25,"other or not specified","71731",1
2273,25,"doctor/health care","23235",1
2274,18,"artist","31401",1
2275,56,"executive/managerial","39211",1
2276,56,"retired","44143",1
2277,45,"homemaker","13035",0
2278,50,"technician/engineer","01536",1
2279,50,"executive/managerial","08816",1
2280,56,"doctor/health care","74105",1
2281,45,"lawyer","48104",1
2282,50,"artist","32117",1
2283,35,"tradesman/craftsman","44708",1
2284,25,"writer","90024",1
2285,1,"K-12 student","13090",0
2286,35,"technician/engineer","82604",1
2287,56,"other or not specified","06082",1
2288,1,"K-12 student","13066",1
2289,50,"academic","52002",0
2290,25,"other or not specified","61021",1
2291,45,"academic","13214",1
2292,50,"scientist","13039",1
2293,56,"clerical/admin","48130",0
2294,56,"retired","48108",1
2295,45,"lawyer","72316",1
2296,25,"doctor/health care","22923",0
2297,56,"retired","52003",1
2298,35,"technician/engineer","77584",1
2299,18,"K-12 student","13090",0
2300,56,"retired","49423",1
2301,25,"programmer","02478",0
2302,50,"programmer","48104",1
2303,50,"technician/engineer","08055",1
2304,45,"programmer","94103",1
2305,50,"writer","48104",1
2306,18,"college/grad student","02138",0
2307,25,"technician/engineer","02140",1
2308,45,"self-employed","48103",0
2309,45,"other or not specified","08901",0
2310,45,"programmer","48130",1
2311,25,"college/grad student","22902",0
2312,45,"other or not specified","13131",1
2313,50,"doctor/health care","48103",0
2314,25,"academic","13210",0
2315,56,"executive/managerial","48114",1
2316,35,"other or not specified","13207",1
2317,45,"homemaker","57108",0
2318,56,"executive/managerial","48114",1
2319,35,"executive/managerial","48104",1
2320,50,"academic","06043",0
2321,25,"executive/managerial","30115",1
2322,56,"retired","48105",0
2323,35,"clerical/admin","13088",1
2324,35,"technician/engineer","50321",1
2325,18,"college/grad student","27708",0
2326,18,"college/grad student","01040",1
2327,18,"K-12 student","48169",1
2328,56,"executive/managerial","13212",1
2329,56,"scientist","97367",0
2330,45,"executive/managerial","48103",1
2331,56,"academic","48104",1
2332,56,"sales/marketing","01545",1
2333,50,"doctor/health care","13035",1
2334,56,"executive/managerial","01562",0
2335,50,"technician/engineer","48197",1
2336,35,"tradesman/craftsman","13146",1
2337,35,"technician/engineer","49424",1
2338,45,"technician/engineer","13152",1
2339,56,"clerical/admin","52003",0
2340,35,"artist","48104",1
2341,56,"academic","13210",1
2342,35,"clerical/admin","48107",1
2343,45,"academic","01604",0
2344,25,"programmer","02139",1
2345,35,"self-employed","98031",1
2346,1,"K-12 student","48105",0
2347,35,"academic","48116",1
2348,50,"programmer","06082",1
2349,25,"farmer","50309",1
2350,18,"college/grad student","44312",1
2351,25,"other or not specified","11106",0
2352,50,"retired","41076",1
2353,35,"homemaker","61270",0
2354,35,"lawyer","94306",1
2355,45,"homemaker","13203",0
2356,50,"self-employed","13207",0
2357,35,"sales/marketing","13316",0
2358,56,"doctor/health care","06074",0
2359,56,"retired","13685",1
2360,50,"doctor/health care","13210",1
2361,56,"executive/managerial","49423",1
2362,25,"sales/marketing","94110",1
2363,50,"sales/marketing","95823",1
2364,56,"homemaker","13078",0
2365,50,"executive/managerial","13203",1
2366,45,"self-employed","01532",0
2367,25,"homemaker","49424",0
2368,56,"retired","13057",0
2369,35,"sales/marketing","06040",1
2370,50,"academic","13215",1
2371,35,"executive/managerial","06082",0
2372,45,"executive/managerial","01602",0
2373,45,"executive/managerial","94109",1
2374,25,"sales/marketing","94404",1
2375,50,"executive/managerial","13027",0
2376,25,"academic","13210",1
2377,35,"other or not specified","06108",1
2378,25,"clerical/admin","75150",1
2379,18,"tradesman/craftsman","13045",1
2380,25,"college/grad student","22903",1
2381,35,"homemaker","13066",0
2382,50,"retired","59715",1
2383,25,"sales/marketing","95125",0
2384,35,"technician/engineer","62034",1
2385,45,"artist","01545",0
2386,25,"other or not specified","06040",0
2387,25,"technician/engineer","32224",1
2388,56,"customer service","06082",1
2389,25,"self-employed","37922",1
2390,25,"doctor/health care","33076",0
2391,50,"tradesman/craftsman","13126",1
2392,56,"clerical/admin","06040",0
2393,56,"retired","13123",1
2394,35,"doctor/health care","37923",1
2395,35,"executive/managerial","08021",1
2396,18,"other or not specified","22102",0
2397,35,"lawyer","43201",0
2398,25,"other or not specified","98122",1
2399,35,"technician/engineer","11355",1
2400,25,"self-employed","95687",0
2401,25,"college/grad student","22901",1
2402,45,"technician/engineer","32024",1
2403,18,"college/grad student","37743",1
2404,18,"executive/managerial","64055",1
2405,50,"farmer","78065",1
2406,56,"programmer","01520",0
2407,35,"self-employed","11358",1
2408,45,"academic","01609",0
2409,35,"homemaker","06074",0
2410,56,"executive/managerial","06071",1
2411,35,"sales/marketing","01536",0
2412,56,"retired","01501",1
2413,56,"executive/managerial","06118",0
2414,25,"academic","49503",1
2415,25,"executive/managerial","22407",1
2416,45,"executive/managerial","01531",1
2417,45,"academic","53045",1
2418,1,"K-12 student","06074",0
2419,25,"other or not specified","06096",1
2420,50,"executive/managerial","37938",1
2421,35,"executive/managerial","44306",1
2422,50,"homemaker","02865",0
2423,45,"homemaker","01520",0
2424,25,"technician/engineer","95035",1
2425,35,"sales/marketing","45243",0
2426,56,"other or not specified","01606",1
2427,25,"sales/marketing","94010",0
2428,45,"technician/engineer","45255",1
2429,25,"artist","22903",1
2430,25,"college/grad student","22902",1
2431,25,"college/grad student","22903",0
2432,25,"college/grad student","22903",1
2433,25,"college/grad student","22903",1
2434,25,"college/grad student","22901",1
2435,25,"college/grad student","22903",1
2436,25,"executive/managerial","22902",1
2437,25,"college/grad student","22923",1
2438,35,"academic","22903",1
2439,45,"technician/engineer","48105",1
2440,50,"technician/engineer","01430",1
2441,45,"doctor/health care","42406",0
2442,35,"technician/engineer","36830",1
2443,35,"other or not specified","49464",0
2444,45,"college/grad student","42420",0
2445,25,"other or not specified","48104",1
2446,18,"executive/managerial","10038",1
2447,25,"sales/marketing","03051",1
2448,35,"doctor/health care","37932",1
2449,56,"retired","37922",1
2450,45,"self-employed","01612",1
2451,45,"programmer","37853",1
2452,45,"executive/managerial","01545",1
2453,25,"executive/managerial","55429",1
2454,18,"other or not specified","97005",1
2455,35,"executive/managerial","48197",1
2456,25,"customer service","48103",1
2457,25,"other or not specified","60656",1
2458,25,"executive/managerial","85040",1
2459,50,"executive/managerial","44313",1
2460,50,"academic","36067",0
2461,18,"college/grad student","98117",1
2462,35,"academic","44303",1
2463,25,"executive/managerial","33916",1
2464,18,"college/grad student","44106",0
2465,50,"doctor/health care","44333",1
2466,25,"scientist","94303",1
2467,1,"K-12 student","44224",1
2468,50,"academic","44240",1
2469,25,"college/grad student","90048",1
2470,35,"tradesman/craftsman","52001",1
2471,50,"retired","98683",1
2472,25,"tradesman/craftsman","37922",1
2473,25,"programmer","98105",1
2474,25,"programmer","83815",1
2475,25,"tradesman/craftsman","98115",0
2476,50,"programmer","78703",1
2477,45,"other or not specified","42420",1
2478,50,"academic","37922",1
2479,25,"academic","23454",0
2480,18,"writer","94410",0
2481,35,"sales/marketing","03054",1
2482,50,"clerical/admin","37772",0
2483,56,"retired","90503",1
2484,45,"customer service","31901",1
2485,35,"sales/marketing","95746",1
2486,18,"programmer","98105",1
2487,45,"executive/managerial","55438",1
2488,45,"artist","31804",0
2489,35,"homemaker","37843",0
2490,25,"programmer","94703",1
2491,35,"executive/managerial","22904",1
2492,45,"artist","37924",0
2493,45,"artist","90631",1
2494,18,"college/grad student","52003",1
2495,18,"college/grad student","56401",0
2496,50,"academic","37932",1
2497,50,"sales/marketing","37922",0
2498,56,"tradesman/craftsman","70817",1
2499,50,"other or not specified","36109",1
2500,56,"academic","29672",1
2501,25,"scientist","37923",1
2502,56,"retired","49423",1
2503,35,"technician/engineer","19360",1
2504,25,"executive/managerial","98115",1
2505,25,"executive/managerial","55405",1
2506,25,"sales/marketing","98225",0
2507,25,"college/grad student","94107",1
2508,35,"clerical/admin","77429",0
2509,25,"customer service","36109",1
2510,25,"executive/managerial","37930",1
2511,25,"executive/managerial","15209",1
2512,45,"sales/marketing","36109",0
2513,56,"academic","37922",1
2514,56,"sales/marketing","37922",1
2515,45,"programmer","37914",1
2516,45,"doctor/health care","37909",0
2517,35,"homemaker","53806",0
2518,25,"executive/managerial","11793",1
2519,45,"artist","14850",0
2520,56,"artist","95448",0
2521,35,"technician/engineer","49424",1
2522,18,"lawyer","60614",1
2523,25,"technician/engineer","49423",1
2524,56,"homemaker","38558",0
2525,35,"academic","37922",0
2526,56,"retired","37923",1
2527,35,"scientist","36109",1
2528,56,"other or not specified","37922",1
2529,35,"homemaker","95903",0
2530,18,"other or not specified","42420",1
2531,45,"executive/managerial","52003",0
2532,56,"retired","37917",0
2533,25,"clerical/admin","49423",0
2534,50,"doctor/health care","37922",0
2535,56,"artist","03431",0
2536,56,"retired","37830",1
2537,35,"lawyer","37620",1
2538,56,"retired","37923",1
2539,35,"executive/managerial","32444",1
2540,45,"doctor/health care","42420",0
2541,35,"customer service","49424",0
2542,45,"retired","37922",0
2543,35,"other or not specified","42420",0
2544,45,"academic","52001",1
2545,56,"retired","37830",1
2546,56,"retired","37931",0
2547,35,"other or not specified","37920",0
2548,35,"doctor/health care","37919",0
2549,56,"retired","37938",1
2550,50,"executive/managerial","37931",1
2551,25,"programmer","98133",1
2552,25,"homemaker","29369",0
2553,25,"executive/managerial","29369",1
2554,25,"academic","97405",1
2555,56,"executive/managerial","10522",1
2556,25,"college/grad student","02430",1
2557,18,"unemployed","02452",0
2558,56,"technician/engineer","53061",1
2559,18,"K-12 student","53207",1
2560,45,"doctor/health care","84318",0
2561,25,"scientist","06460",1
2562,18,"other or not specified","98021",1
2563,45,"retired","53132",1
2564,35,"writer","43230",0
2565,35,"customer service","34786",1
2566,35,"technician/engineer","94022",1
2567,25,"other or not specified","06451",1
2568,25,"technician/engineer","31311",1
2569,45,"other or not specified","45248",1
2570,56,"sales/marketing","95005",0
2571,35,"technician/engineer","20151",1
2572,35,"sales/marketing","75005",1
2573,45,"self-employed","94536",1
2574,50,"doctor/health care","06511",1
